rows=3850
cols=3969
(16, 1880, -1388)
(16, 6634, 56)
(16, 1752, -1228)
(16, 7910, -1632)
(16, 1530, -1428)
(16, 1450, 1986)
(16, 2640, 1346)
(16, 1234, -1548)
(16, 2784, -382)
(16, 1726, 376)
(16, 1710, -1176)
(16, 1754, -1656)
(16, 1464, -524)
(16, 1930, -1314)
(16, 4910, -1320)
(16, 7502, -480)
(16, 2262, 1662)
(16, 1508, -712)
(16, 6960, -740)
(16, 1010, -1352)
(16, 3644, -122)
(16, 3850, 1042)
(16, 6386, -724)
(16, 1456, -1126)
(16, 1142, -1078)
(16, 3864, -2044)
(16, 6642, -1150)
(18, 3186, -1264)
(18, 3874, -1890)
(18, 1858, -1092)
(18, 856, 1950)
(18, 868, -1916)
(18, 2154, -1350)
(18, 2172, -46)
(18, 3074, -1716)
(18, 108, -734)
(18, 5286, -1782)
(18, 3444, 1714)
(18, 3504, -1038)
(18, 1092, -1792)
(18, 2256, -1238)
(18, 1402, -1606)
(18, 5428, -1888)
(18, 6654, -1648)
(18, 1378, 30)
(18, 2944, -568)
(18, 632, -1662)
(18, 4962, -1126)
(18, 4694, -1494)
(18, 3170, -1170)
(18, 4954, -1758)
(18, 4372, -1324)
(18, 820, -1736)
(18, 3628, -2020)
(18, 2010, 958)
(18, 1458, -2024)
(18, 3568, -1748)
(18, 2706, -594)
(18, 6666, -1318)
(18, 656, 1938)
(18, 2874, 712)
(18, 1194, 208)
(18, 1420, 450)
(18, 2490, -1086)
(18, 3948, 682)
(18, 2248, -1090)
(18, 898, 1838)
(18, 970, -1360)
(18, 3474, -1444)
(18, 6006, 944)
(18, 4744, -2044)
(18, 7396, -498)
(18, 7836, -1988)
(18, 6462, -1954)
(18, 4794, -1950)
(18, 2442, 540)
(18, 3624, -238)
(18, 1026, 14)
(18, 7394, -1050)
(18, 90, -1478)
(18, 7010, -1370)
(18, 608, -1934)
(18, 6322, -1346)
(18, 1458, -1288)
(18, 1310, -1692)
(18, 1780, 2)
(18, 6714, -1752)
(18, 2592, 428)
(18, 5744, -972)
(18, 890, 582)
(18, 1582, -1210)
(18, 2732, -1274)
(18, 1548, -1682)
(18, 864, 598)
(18, 3204, 1750)
(18, 6110, 1168)
(18, 1010, -1810)
(18, 2848, -1494)
(18, 3528, -1514)
(18, 42, -1966)
(18, 1232, -1520)
(18, 5646, -1576)
(18, 198, -596)
(18, 206, 2038)
(18, 2362, -1480)
(18, 2630, -868)
(18, 7638, -744)
(18, 2378, -1326)
(18, 204, -1688)
(18, 4442, -1910)
(18, 2686, -1832)
(18, 3948, -1504)
(18, 6448, 1780)
(18, 3380, -1814)
(18, 2002, 1778)
(18, 4166, 16)
(18, 1548, -1422)
(18, 7198, -1730)
(18, 560, -1698)
(18, 4786, -1448)
(18, 2606, -800)
(18, 1816, -1322)
(18, 844, -1154)
(18, 4978, 1580)
(18, 1092, -1176)
(18, 582, 520)
(18, 3072, -1684)
(18, 3074, -1706)
(18, 3256, -726)
(18, 4210, -1556)
(18, 1694, -1502)
(18, 7298, -1046)
(18, 3702, -1064)
(18, 3812, -1276)
(18, 3270, 732)
(18, 3282, 698)
(18, 504, -1264)
(18, 2630, -1368)
(18, 468, -1026)
(18, 7166, -1448)
(18, 3628, -1008)
(18, 976, -1582)
(18, 772, -1110)
(18, 2244, -1166)
(18, 2020, -1288)
(18, 3622, -1850)
(18, 366, -1092)
(18, 2712, -1574)
(18, 5062, -1782)
(18, 3580, -1812)
(18, 2678, -636)
(18, 2950, 916)
(18, 7686, 12)
(18, 7182, -1202)
(18, 3780, 172)
(18, 372, -52)
(18, 3282, -578)
(18, 6072, -1392)
(18, 2164, -1906)
(18, 266, -1384)
(18, 2332, -1728)
(18, 1120, 516)
(18, 2140, 2012)
(18, 3440, 1724)
(18, 1996, 2038)
(18, 3858, -1284)
(18, 1872, 856)
(18, 2044, -1790)
(18, 424, 690)
(18, 1524, -544)
(18, 2452, 1938)
(18, 936, 1594)
(18, 4974, -1044)
(18, 7192, -1546)
(18, 2762, -1388)
(18, 604, -1400)
(18, 2204, -1676)
(20, 2404, -1140)
(20, 7338, -1402)
(20, 1836, -1134)
(20, 3944, -1066)
(20, 1826, -1144)
(20, 1488, -1754)
(20, 2808, -1982)
(20, 1940, 1888)
(20, 4846, 1798)
(20, 5898, -1140)
(20, 464, -860)
(20, 5720, -1590)
(20, 7236, -1994)
(20, 3962, -1250)
(20, 3338, 1858)
(20, 1958, -1080)
(20, 2954, -596)
(20, 4642, -1832)
(20, 2030, -1462)
(20, 7148, 1226)
(20, 5170, 1930)
(20, 1426, 344)
(20, 3850, -2044)
(20, 388, -1950)
(20, 1712, -1748)
(20, 7562, -1804)
(20, 1484, -1520)
(20, 6176, -1446)
(20, 2748, -1378)
(20, 2290, -2004)
(20, 3800, -1834)
(20, 2550, -1720)
(20, 2938, -372)
(20, 7264, -1392)
(20, 5020, 1858)
(20, 6754, -1650)
(20, 6160, 1920)
(20, 130, -410)
(20, 1868, -1582)
(22, 3302, -1140)
(22, 6130, -1306)
(22, 3982, 2030)
(22, 4652, -1830)
(22, 5508, 1272)
(22, 3742, 766)
(22, 1522, -1724)
(22, 2996, -1446)
(22, 7704, -1804)
(22, 4848, 486)
(22, 3756, -1708)
(22, 76, -470)
(22, 5108, 180)
(22, 898, -1880)
(22, 2528, -1132)
(22, 2716, -342)
(22, 1218, -1532)
(22, 1988, -1866)
(22, 1316, 2028)
(22, 3680, -1540)
(22, 6130, -1858)
(22, 2070, 98)
(22, 6654, -1682)
(22, 74, -1912)
(22, 3530, -936)
(22, 1726, -1858)
(22, 3054, -632)
(22, 3516, -22)
(22, 7410, -1894)
(22, 2794, 26)
(22, 2164, -1876)
(22, 1902, -1892)
(22, 1974, -1980)
(22, 6814, 678)
(22, 382, -634)
(22, 1494, -248)
(22, 1086, -1724)
(22, 1534, -1924)
(22, 1344, -1606)
(22, 1468, -324)
(22, 3750, -1552)
(22, 5678, -800)
(22, 1744, -1586)
(22, 34, -768)
(22, 1206, 698)
(22, 4942, -1390)
(22, 2412, -1580)
(22, 1404, 298)
(22, 2914, 550)
(22, 580, 1364)
(22, 3094, 1100)
(22, 7480, -1734)
(22, 2262, 386)
(22, 6982, -1040)
(22, 938, -1052)
(22, 6464, 1476)
(22, 922, -1288)
(22, 3406, -302)
(22, 992, -1378)
(22, 2370, 1032)
(22, 7470, -522)
(22, 4156, -1014)
(22, 3774, -1184)
(22, 5804, -1950)
(22, 7240, 1150)
(22, 3610, -134)
(22, 4838, -1708)
(22, 2598, -1926)
(22, 2344, 1356)
(22, 4800, -1390)
(22, 4526, -1146)
(22, 3010, 254)
(22, 3672, -1068)
(22, 5538, -1310)
(22, 3584, -1534)
(22, 7244, -1220)
(22, 7770, 36)
(22, 3854, -718)
(22, 3174, 864)
(22, 2934, -1710)
(22, 6708, -592)
(22, 1246, -1138)
(22, 966, 1994)
(22, 1508, -1458)
(22, 2430, -1562)
(22, 648, 1130)
(22, 2500, -1444)
(22, 104, 1726)
(22, 954, 1176)
(22, 778, 1370)
(22, 1126, -1796)
(22, 2068, 1970)
(22, 3246, -1544)
(22, 3202, -804)
(24, 698, -1844)
(24, 742, -558)
(24, 2036, -1630)
(24, 7206, -1904)
(24, 7544, -1762)
(24, 1926, -1534)
(24, 1636, -1054)
(24, 7698, 280)
(24, 2646, 1068)
(24, 4966, -1974)
(24, 2742, -1342)
(24, 440, 1546)
(24, 4206, -1030)
(24, 532, -568)
(24, 1178, -1110)
(24, 6208, -832)
(24, 1576, -1804)
(24, 7658, -1366)
(24, 120, -1770)
(24, 1912, 942)
(24, 3546, -50)
(24, 1138, -2006)
(24, 3902, 1956)
(24, 1552, 852)
(24, 1012, -1200)
(24, 5092, 1002)
(24, 594, -1632)
(24, 1930, 1238)
(24, 3390, -1820)
(24, 3692, -1696)
(24, 1560, -1340)
(24, 1286, -1226)
(24, 3376, 1038)
(24, 3306, -1054)
(24, 3194, 1300)
(24, 4820, -1142)
(24, 3838, 260)
(24, 560, -1714)
(24, 1046, 1620)
(24, 1334, 26)
(24, 3882, -1684)
(24, 2000, 342)
(24, 2074, -1160)
(24, 5554, -1994)
(24, 7136, -1116)
(24, 1052, 796)
(24, 3624, -1196)
(24, 1034, -1416)
(24, 4724, -1668)
(24, 220, -980)
(24, 3266, -1994)
(24, 5458, -1856)
(24, 2364, -1758)
(24, 5776, 1240)
(24, 222, -1126)
(24, 2, -116)
(24, 694, 1130)
(24, 7712, -1646)
(24, 1028, -1344)
(24, 3830, -1566)
(24, 3402, -1942)
(24, 44, 804)
(24, 586, -1120)
(24, 5092, -1426)
(24, 7588, -1298)
(24, 1426, 666)
(24, 1848, -1248)
(24, 3880, -444)
(24, 5744, -1932)
(24, 5374, -1826)
(24, 2870, 934)
(24, 2282, -1490)
(24, 6176, -1380)
(24, 408, -1448)
(26, 4868, -1252)
(26, 6122, -1964)
(26, 6342, 1374)
(26, 3888, -1678)
(26, 3160, 1738)
(26, 1064, -1078)
(26, 5244, -1596)
(26, 2352, -1332)
(26, 1152, 1526)
(26, 2550, -1538)
(26, 3680, 50)
(26, 5178, -1852)
(26, 124, 1572)
(26, 6250, -1070)
(26, 1980, -1418)
(26, 1064, 1364)
(26, 7536, 956)
(26, 3110, -1526)
(26, 3298, -1496)
(26, 4670, -1850)
(26, 3788, -1876)
(26, 3546, -1250)
(26, 3906, 1282)
(26, 2838, -1222)
(26, 5322, -2020)
(26, 2028, -1070)
(26, 1564, 2032)
(26, 956, -1982)
(26, 4762, 1092)
(26, 1080, -1124)
(26, 622, -1280)
(26, 426, -1838)
(26, 3428, 1054)
(26, 3882, 1144)
(26, 7164, -1100)
(26, 1402, -476)
(26, 4676, -1746)
(26, 3964, -1686)
(26, 3250, -146)
(26, 198, -1978)
(26, 1138, 30)
(26, 3668, -1144)
(26, 3258, -1428)
(26, 5662, -118)
(26, 2706, -1274)
(26, 2428, 790)
(26, 5136, -1506)
(26, 866, -1332)
(26, 3842, -2012)
(26, 2896, -1168)
(26, 2564, -814)
(26, 3960, -1740)
(26, 2876, -872)
(26, 332, 526)
(26, 70, -1326)
(26, 3916, -1538)
(26, 192, -1282)
(26, 6034, -1188)
(26, 7402, -1544)
(26, 224, -1312)
(26, 2908, -1396)
(26, 6618, 154)
(26, 6800, -1676)
(26, 1712, -1480)
(26, 6502, -646)
(26, 196, -1694)
(26, 556, -982)
(26, 2148, -1418)
(26, 4820, 198)
(26, 2662, -1286)
(26, 3332, -1978)
(26, 3178, -1472)
(26, 5952, -632)
(26, 4382, 212)
(26, 2676, -1216)
(26, 1372, -952)
(26, 7422, 1062)
(26, 1804, -1962)
(26, 7404, -324)
(26, 1258, -1600)
(26, 1276, -124)
(26, 3180, -1718)
(26, 3744, -1552)
(26, 4126, -1268)
(28, 1500, -1478)
(28, 532, 654)
(28, 1630, -1234)
(28, 638, -1348)
(28, 734, -506)
(28, 316, -1108)
(28, 1130, 686)
(28, 3924, -1916)
(28, 2092, -778)
(28, 1084, -1534)
(28, 3708, -1176)
(28, 6306, -1126)
(28, 448, 1148)
(28, 6362, 1388)
(28, 4796, 46)
(28, 2900, 126)
(28, 1210, -1798)
(28, 4728, -1888)
(28, 876, -1194)
(28, 2292, 1396)
(28, 1408, -1050)
(28, 5186, -1700)
(28, 2694, 1768)
(28, 420, -1624)
(28, 6062, -1264)
(28, 972, -1826)
(28, 1066, 1384)
(28, 2360, -1600)
(28, 3402, 614)
(28, 6670, -1470)
(28, 7908, -1612)
(28, 1908, 1768)
(28, 622, 2038)
(28, 1140, -1768)
(28, 7758, -1062)
(28, 4360, -1348)
(28, 3364, -1718)
(28, 1540, -1122)
(28, 2738, -1088)
(28, 7518, -1896)
(28, 446, -1336)
(28, 1926, -138)
(28, 2656, -1348)
(28, 3920, 1064)
(28, 1256, -1226)
(28, 2946, -1846)
(28, 3040, -1240)
(28, 1624, -2022)
(28, 438, -1794)
(28, 2848, -1392)
(28, 6422, -1520)
(28, 1066, -1410)
(28, 118, -1166)
(28, 636, -1212)
(28, 2084, 1764)
(28, 7646, -104)
(28, 2592, -1198)
(28, 1400, 1548)
(28, 5662, -2046)
(28, 1644, -1842)
(28, 810, -1928)
(28, 3122, -1720)
(28, 2472, 684)
(28, 3062, -1076)
(28, 7596, 1762)
(28, 2394, 1992)
(28, 1082, 1570)
(28, 5030, -1138)
(28, 1470, -1562)
(28, 1344, -1944)
(28, 1990, -748)
(28, 2926, -1396)
(28, 3044, -1426)
(28, 1162, -1536)
(28, 3152, -1646)
(28, 3304, -1080)
(28, 2740, 2026)
(28, 3794, -1066)
(28, 1776, -226)
(28, 876, -1790)
(28, 2158, -1186)
(28, 2608, -1184)
(28, 102, -1148)
(28, 112, -1154)
(28, 3668, 402)
(28, 736, -1952)
(28, 3048, -1944)
(28, 3808, -1624)
(28, 6006, 966)
(28, 2146, -1998)
(28, 1388, 1290)
(28, 4208, -2016)
(28, 402, 1264)
(28, 5398, -1798)
(28, 1630, -1146)
(28, 5198, -326)
(28, 7460, -146)
(28, 5646, 1272)
(28, 1218, -1364)
(28, 948, -1536)
(28, 3102, -1180)
(28, 2042, -1442)
(28, 1592, -1912)
(28, 3186, 2024)
(28, 916, -1068)
(28, 318, 772)
(28, 7468, -1900)
(28, 884, -1322)
(28, 2302, -1846)
(28, 530, -1318)
(28, 2436, -1520)
(28, 2514, -1698)
(28, 762, 536)
(28, 7614, -1718)
(28, 3510, 1366)
(28, 7196, -1904)
(28, 1136, 36)
(28, 5858, 1848)
(28, 6064, -1656)
(28, 3188, 1176)
(28, 7566, -322)
(28, 6984, -1078)
(28, 1702, -708)
(28, 1744, -1122)
(28, 2936, 1452)
(28, 3098, 1456)
(28, 7500, 1048)
(28, 562, -1298)
(28, 1148, -1210)
(28, 2404, -1134)
(28, 608, 872)
(28, 3944, -736)
(28, 3082, 872)
(28, 7544, -1972)
(28, 222, -1930)
(28, 7870, -1468)
(28, 306, -1500)
(28, 2772, -758)
(28, 5848, -1496)
(28, 3602, -1930)
(28, 2864, 294)
(28, 2650, 1682)
(28, 2442, -804)
(28, 468, -648)
(28, 2748, -1720)
(28, 1886, -1812)
(28, 2422, 1818)
(28, 768, -1650)
(28, 3862, -1952)
(28, 3006, -1894)
(28, 4570, -1808)
(28, 5578, -1646)
(28, 4964, -1228)
(28, 2538, -1222)
(28, 2902, 1698)
(28, 1406, -1472)
(28, 2548, -1648)
(28, 1760, -1008)
(28, 1546, 1402)
(28, 3810, -1864)
(28, 1690, -1294)
(28, 1362, -1714)
(28, 3402, -1960)
(28, 4290, -1918)
(28, 264, -1150)
(28, 2706, -458)
(28, 7524, -1158)
(28, 1182, -1054)
(28, 2540, -1236)
(28, 7932, -1196)
(28, 6386, -1554)
(28, 1014, -1564)
(28, 1872, -1274)
(28, 2740, -1980)
(30, 2164, -1300)
(30, 7774, -1206)
(30, 2180, -1248)
(30, 3804, -1504)
(30, 606, -824)
(30, 438, -1482)
(30, 3140, -1196)
(30, 5800, -1772)
(30, 2806, -770)
(30, 3428, 866)
(30, 2404, 424)
(30, 2604, 1710)
(30, 1658, -1272)
(30, 7826, -1594)
(30, 1920, -1882)
(30, 1024, -464)
(30, 6236, -1508)
